time_s,displacement
4.944000000000000098e-05,-5.383031704182944650e-14
4.959999999999999945e-05,-4.681863739165297631e-14
4.975999999999999792e-05,7.752049045196563222e-15
4.992000000000000316e-05,8.533113714114239179e-14
5.008000000000000163e-05,1.502778262027911395e-13
5.024000000000000010e-05,1.715797513500357717e-13
5.039999999999999857e-05,1.360074175888986733e-13
5.056000000000000381e-05,5.315217039577079675e-14
5.072000000000000228e-05,-4.928098930287947586e-14
5.088000000000000075e-05,-1.372019490552219873e-13
5.103999999999999922e-05,-1.834197923980615625e-13
5.119999999999999768e-05,-1.769597236125886015e-13
5.136000000000000293e-05,-1.252123316571424590e-13
5.152000000000000140e-05,-4.906161333048086385e-14
5.167999999999999986e-05,2.610311428574304769e-14
5.183999999999999833e-05,7.948744649287802464e-14
5.200000000000000358e-05,1.008003395279901503e-13
5.216000000000000204e-05,9.150201835591172924e-14
5.232000000000000051e-05,6.190614396286759602e-14
5.247999999999999898e-05,2.598548011866157238e-14
5.264000000000000422e-05,-3.906558197336339809e-15
5.280000000000000269e-05,-2.065535457821143522e-14
5.296000000000000116e-05,-2.351553241220238456e-14
5.311999999999999963e-05,-1.687684319541489443e-14
5.327999999999999810e-05,-7.506529532251152847e-15
5.344000000000000334e-05,-1.452982474891110121e-15
5.360000000000000181e-05,-1.740213028357292003e-15
5.376000000000000028e-05,-7.582815902327297810e-15
5.391999999999999875e-05,-1.523968842653349987e-14
5.408000000000000399e-05,-2.000537229239292740e-14
5.424000000000000246e-05,-1.843544350156121392e-14
5.440000000000000093e-05,-9.873966684508887933e-15
5.455999999999999939e-05,3.296625191723767342e-15
5.471999999999999786e-05,1.669104283669950796e-14
5.488000000000000311e-05,2.571702322051007366e-14
5.504000000000000158e-05,2.734223289166374911e-14
5.520000000000000004e-05,2.113698128977840062e-14
5.535999999999999851e-05,9.267631928110364095e-15
5.552000000000000376e-05,-4.434640123943334811e-15
5.568000000000000222e-05,-1.587628728906641976e-14
5.584000000000000069e-05,-2.202415179511314002e-14
5.599999999999999916e-05,-2.172040580212544749e-14
5.616000000000000440e-05,-1.580674702598448467e-14
5.632000000000000287e-05,-6.625765993453089828e-15
5.648000000000000134e-05,2.857790845127272930e-15
5.663999999999999981e-05,1.000352093351879012e-14
5.679999999999999828e-05,1.322373279074223874e-14
5.696000000000000352e-05,1.230512345845131856e-14
5.712000000000000199e-05,8.273553450113445967e-15
5.728000000000000046e-05,2.895607064411574714e-15
5.743999999999999893e-05,-1.981507967011704663e-15
5.760000000000000417e-05,-5.015482750119963950e-15
5.776000000000000264e-05,-5.695709919945687348e-15
5.792000000000000111e-05,-4.343253532525452870e-15
5.807999999999999957e-05,-1.843494298298508201e-15
5.823999999999999804e-05,7.452312216689240508e-16
5.840000000000000329e-05,2.552343803933144986e-15
5.856000000000000175e-05,3.120419492957313732e-15
5.872000000000000022e-05,2.463196366496884210e-15
5.887999999999999869e-05,9.808755367878716843e-16
5.904000000000000394e-05,-7.170593445189547695e-16
